,Area,Element,Unit,Year,Value
1837,Hungary,Yield,hg/ha,1993,76935.0
1838,Hungary,Yield,hg/ha,1994,78674.0
1839,Hungary,Yield,hg/ha,1995,87945.0
1840,Hungary,Yield,hg/ha,1996,47251.0
1841,Hungary,Yield,hg/ha,1997,67968.0
1842,Hungary,Yield,hg/ha,1998,122109.0
1843,Hungary,Yield,hg/ha,1999,176650.0
1844,Hungary,Yield,hg/ha,2000,180750.0
1845,Hungary,Yield,hg/ha,2001,180929.0
1846,Hungary,Yield,hg/ha,2002,126877.0
1847,Hungary,Yield,hg/ha,2003,51861.0
1848,Hungary,Yield,hg/ha,2004,56288.0
1849,Hungary,Yield,hg/ha,2005,58934.0
1850,Hungary,Yield,hg/ha,2006,136467.0
1851,Hungary,Yield,hg/ha,2007,92136.0
1852,Hungary,Yield,hg/ha,2008,111586.0
1853,Hungary,Yield,hg/ha,2009,115940.0
1854,Hungary,Yield,hg/ha,2010,72803.0
1855,Hungary,Yield,hg/ha,2011,68216.0
1856,Hungary,Yield,hg/ha,2012,62993.0
1857,Hungary,Yield,hg/ha,2013,80506.0
1858,Hungary,Yield,hg/ha,2014,75672.0
1859,Hungary,Yield,hg/ha,2015,71604.0
1860,Hungary,Yield,hg/ha,2016,76168.0
1861,Hungary,Yield,hg/ha,2017,60789.0
1862,Hungary,Yield,hg/ha,2018,73699.0
1863,Hungary,Yield,hg/ha,2019,69250.0
1864,Hungary,Production,tonnes,1961,9100.0
1865,Hungary,Production,tonnes,1962,5100.0
1866,Hungary,Production,tonnes,1963,5500.0
1867,Hungary,Production,tonnes,1964,6500.0
1868,Hungary,Production,tonnes,1965,10962.0
1869,Hungary,Production,tonnes,1966,16655.0
1870,Hungary,Production,tonnes,1967,23378.0
1871,Hungary,Production,tonnes,1968,18771.0
1872,Hungary,Production,tonnes,1969,21439.0
1873,Hungary,Production,tonnes,1970,21489.0
1874,Hungary,Production,tonnes,1971,15539.0
1875,Hungary,Production,tonnes,1972,12026.0
1876,Hungary,Production,tonnes,1973,14392.0
1877,Hungary,Production,tonnes,1974,14605.0
1878,Hungary,Production,tonnes,1975,17153.0
1879,Hungary,Production,tonnes,1976,16905.0
1880,Hungary,Production,tonnes,1977,21172.0
1881,Hungary,Production,tonnes,1978,21712.0
1882,Hungary,Production,tonnes,1979,15171.0
1883,Hungary,Production,tonnes,1980,20653.0
1884,Hungary,Production,tonnes,1981,17781.0
1885,Hungary,Production,tonnes,1982,18214.0
1886,Hungary,Production,tonnes,1983,15404.0
1887,Hungary,Production,tonnes,1984,14203.0
1888,Hungary,Production,tonnes,1985,16399.0
1889,Hungary,Production,tonnes,1986,14039.0
1890,Hungary,Production,tonnes,1987,13114.0
1891,Hungary,Production,tonnes,1988,14229.0
1892,Hungary,Production,tonnes,1989,15860.0
1893,Hungary,Production,tonnes,1990,15711.0
1894,Hungary,Production,tonnes,1991,14906.0
1895,Hungary,Production,tonnes,1992,13938.0
1896,Hungary,Production,tonnes,1993,12025.0
1897,Hungary,Production,tonnes,1994,12100.0
1898,Hungary,Production,tonnes,1995,11600.0
1899,Hungary,Production,tonnes,1996,12531.0
1900,Hungary,Production,tonnes,1997,12914.0
1901,Hungary,Production,tonnes,1998,13432.0
1902,Hungary,Production,tonnes,1999,14132.0
1903,Hungary,Production,tonnes,2000,12056.0
1904,Hungary,Production,tonnes,2001,12665.0
1905,Hungary,Production,tonnes,2002,4631.0
1906,Hungary,Production,tonnes,2003,3205.0
1907,Hungary,Production,tonnes,2004,4261.0
1908,Hungary,Production,tonnes,2005,3925.0
1909,Hungary,Production,tonnes,2006,6605.0
1910,Hungary,Production,tonnes,2007,4616.0
1911,Hungary,Production,tonnes,2008,6684.0
1912,Hungary,Production,tonnes,2009,6597.0
1913,Hungary,Production,tonnes,2010,3844.0
1914,Hungary,Production,tonnes,2011,3595.0
1915,Hungary,Production,tonnes,2012,4630.0
1916,Hungary,Production,tonnes,2013,6360.0
1917,Hungary,Production,tonnes,2014,5070.0
1918,Hungary,Production,tonnes,2015,5313.0
1919,Hungary,Production,tonnes,2016,6002.0
1920,Hungary,Production,tonnes,2017,4778.0
1921,Hungary,Production,tonnes,2018,5380.0
1922,Hungary,Production,tonnes,2019,5540.0
1923,Ireland,Area harvested,ha,1961,500.0
1924,Ireland,Area harvested,ha,1962,500.0
1925,Ireland,Area harvested,ha,1963,500.0
1926,Ireland,Area harvested,ha,1964,500.0
1927,Ireland,Area harvested,ha,1965,500.0
1928,Ireland,Area harvested,ha,1966,500.0
1929,Ireland,Area harvested,ha,1967,500.0
1930,Ireland,Area harvested,ha,1968,500.0
1931,Ireland,Area harvested,ha,1969,500.0
1932,Ireland,Area harvested,ha,1970,500.0
1933,Ireland,Area harvested,ha,1971,500.0
1934,Ireland,Area harvested,ha,1972,500.0
1935,Ireland,Area harvested,ha,1973,500.0
1936,Ireland,Area harvested,ha,1974,500.0
1937,Ireland,Area harvested,ha,1975,500.0
1938,Ireland,Area harvested,ha,1976,500.0
1939,Ireland,Area harvested,ha,1977,700.0
1940,Ireland,Area harvested,ha,1978,700.0
1941,Ireland,Area harvested,ha,1979,700.0
1942,Ireland,Area harvested,ha,1980,700.0
1943,Ireland,Area harvested,ha,1981,600.0
1944,Ireland,Area harvested,ha,1982,600.0
1945,Ireland,Area harvested,ha,1983,401.0
1946,Ireland,Area harvested,ha,1984,415.0
1947,Ireland,Area harvested,ha,1985,427.0
1948,Ireland,Area harvested,ha,1986,442.0
1949,Ireland,Area harvested,ha,1987,500.0
1950,Ireland,Area harvested,ha,1988,500.0
1951,Ireland,Area harvested,ha,1989,600.0
1952,Ireland,Area harvested,ha,1990,600.0
1953,Ireland,Area harvested,ha,1991,600.0
1954,Ireland,Area harvested,ha,1992,500.0
1955,Ireland,Area harvested,ha,1993,392.0
1956,Ireland,Area harvested,ha,1994,436.0
1957,Ireland,Area harvested,ha,1995,453.0
1958,Ireland,Area harvested,ha,1996,490.0
1959,Ireland,Area harvested,ha,1997,390.0
1960,Ireland,Area harvested,ha,1998,330.0
1961,Ireland,Area harvested,ha,1999,412.0
1962,Ireland,Area harvested,ha,2000,160.0
1963,Ireland,Area harvested,ha,2001,177.0
1964,Ireland,Area harvested,ha,2002,165.0
1965,Ireland,Area harvested,ha,2003,181.0
1966,Ireland,Area harvested,ha,2004,185.0
1967,Ireland,Area harvested,ha,2005,184.0
1968,Ireland,Area harvested,ha,2006,186.0
1969,Ireland,Area harvested,ha,2007,185.0
1970,Ireland,Area harvested,ha,2008,224.0
1971,Ireland,Area harvested,ha,2009,224.0
1972,Ireland,Area harvested,ha,2010,224.0
1973,Ireland,Area harvested,ha,2011,224.0
1974,Ireland,Area harvested,ha,2012,230.0
1975,Ireland,Area harvested,ha,2013,225.0
1976,Ireland,Area harvested,ha,2014,185.0
1977,Ireland,Area harvested,ha,2015,189.0
1978,Ireland,Area harvested,ha,2016,189.0
1979,Ireland,Area harvested,ha,2017,189.0
1980,Ireland,Area harvested,ha,2018,190.0
1981,Ireland,Area harvested,ha,2019,180.0
1982,Ireland,Yield,hg/ha,1961,60000.0
1983,Ireland,Yield,hg/ha,1962,60000.0
1984,Ireland,Yield,hg/ha,1963,60000.0
1985,Ireland,Yield,hg/ha,1964,60000.0
1986,Ireland,Yield,hg/ha,1965,60000.0
1987,Ireland,Yield,hg/ha,1966,60000.0
1988,Ireland,Yield,hg/ha,1967,60000.0
1989,Ireland,Yield,hg/ha,1968,60000.0
1990,Ireland,Yield,hg/ha,1969,60000.0
1991,Ireland,Yield,hg/ha,1970,60000.0
1992,Ireland,Yield,hg/ha,1971,60000.0
1993,Ireland,Yield,hg/ha,1972,60000.0
1994,Ireland,Yield,hg/ha,1973,60000.0
1995,Ireland,Yield,hg/ha,1974,60000.0
1996,Ireland,Yield,hg/ha,1975,60000.0
1997,Ireland,Yield,hg/ha,1976,60000.0
1998,Ireland,Yield,hg/ha,1977,57143.0
1999,Ireland,Yield,hg/ha,1978,60000.0
2000,Ireland,Yield,hg/ha,1979,71429.0
2001,Ireland,Yield,hg/ha,1980,84286.0
2002,Ireland,Yield,hg/ha,1981,76667.0
2003,Ireland,Yield,hg/ha,1982,83333.0
2004,Ireland,Yield,hg/ha,1983,67057.0
2005,Ireland,Yield,hg/ha,1984,96434.0
2006,Ireland,Yield,hg/ha,1985,97424.0
2007,Ireland,Yield,hg/ha,1986,61606.0
2008,Ireland,Yield,hg/ha,1987,88000.0
2009,Ireland,Yield,hg/ha,1988,92000.0
2010,Ireland,Yield,hg/ha,1989,96667.0
2011,Ireland,Yield,hg/ha,1990,103333.0
2012,Ireland,Yield,hg/ha,1991,106667.0
2013,Ireland,Yield,hg/ha,1992,104000.0
2014,Ireland,Yield,hg/ha,1993,104592.0
2015,Ireland,Yield,hg/ha,1994,110092.0
2016,Ireland,Yield,hg/ha,1995,114790.0
2017,Ireland,Yield,hg/ha,1996,118367.0
2018,Ireland,Yield,hg/ha,1997,120513.0
2019,Ireland,Yield,hg/ha,1998,121212.0
2020,Ireland,Yield,hg/ha,1999,97087.0
2021,Ireland,Yield,hg/ha,2000,62500.0
2022,Ireland,Yield,hg/ha,2001,107345.0
2023,Ireland,Yield,hg/ha,2002,187879.0
2024,Ireland,Yield,hg/ha,2003,232044.0
2025,Ireland,Yield,hg/ha,2004,221622.0
2026,Ireland,Yield,hg/ha,2005,250000.0
2027,Ireland,Yield,hg/ha,2006,263441.0
2028,Ireland,Yield,hg/ha,2007,221622.0
2029,Ireland,Yield,hg/ha,2008,227679.0
2030,Ireland,Yield,hg/ha,2009,227679.0
2031,Ireland,Yield,hg/ha,2010,241071.0
2032,Ireland,Yield,hg/ha,2011,241071.0
2033,Ireland,Yield,hg/ha,2012,330435.0
2034,Ireland,Yield,hg/ha,2013,351111.0
2035,Ireland,Yield,hg/ha,2014,367568.0
2036,Ireland,Yield,hg/ha,2015,365079.0
2037,Ireland,Yield,hg/ha,2016,338624.0
2038,Ireland,Yield,hg/ha,2017,348042.0
2039,Ireland,Yield,hg/ha,2018,298947.0
2040,Ireland,Yield,hg/ha,2019,332778.0
2041,Ireland,Production,tonnes,1961,3000.0
2042,Ireland,Production,tonnes,1962,3000.0
2043,Ireland,Production,tonnes,1963,3000.0
2044,Ireland,Production,tonnes,1964,3000.0
2045,Ireland,Production,tonnes,1965,3000.0
2046,Ireland,Production,tonnes,1966,3000.0
2047,Ireland,Production,tonnes,1967,3000.0
2048,Ireland,Production,tonnes,1968,3000.0
2049,Ireland,Production,tonnes,1969,3000.0
2050,Ireland,Production,tonnes,1970,3000.0
2051,Ireland,Production,tonnes,1971,3000.0
2052,Ireland,Production,tonnes,1972,3000.0
2053,Ireland,Production,tonnes,1973,3000.0
2054,Ireland,Production,tonnes,1974,3000.0
2055,Ireland,Production,tonnes,1975,3000.0
2056,Ireland,Production,tonnes,1976,3000.0
2057,Ireland,Production,tonnes,1977,4000.0
2058,Ireland,Production,tonnes,1978,4200.0
2059,Ireland,Production,tonnes,1979,5000.0
2060,Ireland,Production,tonnes,1980,5900.0
2061,Ireland,Production,tonnes,1981,4600.0
2062,Ireland,Production,tonnes,1982,5000.0
2063,Ireland,Production,tonnes,1983,2689.0
2064,Ireland,Production,tonnes,1984,4002.0
2065,Ireland,Production,tonnes,1985,4160.0
2066,Ireland,Production,tonnes,1986,2723.0
2067,Ireland,Production,tonnes,1987,4400.0
2068,Ireland,Production,tonnes,1988,4600.0
2069,Ireland,Production,tonnes,1989,5800.0
2070,Ireland,Production,tonnes,1990,6200.0
2071,Ireland,Production,tonnes,1991,6400.0
2072,Ireland,Production,tonnes,1992,5200.0
2073,Ireland,Production,tonnes,1993,4100.0
2074,Ireland,Production,tonnes,1994,4800.0
2075,Ireland,Production,tonnes,1995,5200.0
2076,Ireland,Production,tonnes,1996,5800.0
2077,Ireland,Production,tonnes,1997,4700.0
2078,Ireland,Production,tonnes,1998,4000.0
2079,Ireland,Production,tonnes,1999,4000.0
2080,Ireland,Production,tonnes,2000,1000.0
2081,Ireland,Production,tonnes,2001,1900.0
2082,Ireland,Production,tonnes,2002,3100.0
2083,Ireland,Production,tonnes,2003,4200.0
2084,Ireland,Production,tonnes,2004,4100.0
2085,Ireland,Production,tonnes,2005,4600.0
2086,Ireland,Production,tonnes,2006,4900.0
2087,Ireland,Production,tonnes,2007,4100.0
2088,Ireland,Production,tonnes,2008,5100.0
2089,Ireland,Production,tonnes,2009,5100.0
2090,Ireland,Production,tonnes,2010,5400.0
2091,Ireland,Production,tonnes,2011,5400.0
2092,Ireland,Production,tonnes,2012,7600.0
2093,Ireland,Production,tonnes,2013,7900.0
2094,Ireland,Production,tonnes,2014,6800.0
2095,Ireland,Production,tonnes,2015,6900.0
2096,Ireland,Production,tonnes,2016,6400.0
2097,Ireland,Production,tonnes,2017,6578.0
2098,Ireland,Production,tonnes,2018,5680.0
2099,Ireland,Production,tonnes,2019,5990.0
2100,Italy,Area harvested,ha,1961,7231.0
2101,Italy,Area harvested,ha,1962,8019.0
2102,Italy,Area harvested,ha,1963,8540.0
2103,Italy,Area harvested,ha,1964,9181.0
2104,Italy,Area harvested,ha,1965,9525.0
2105,Italy,Area harvested,ha,1966,10377.0
2106,Italy,Area harvested,ha,1967,11283.0
2107,Italy,Area harvested,ha,1968,10976.0
2108,Italy,Area harvested,ha,1969,10893.0
2109,Italy,Area harvested,ha,1970,11042.0
2110,Italy,Area harvested,ha,1971,10621.0
2111,Italy,Area harvested,ha,1972,10951.0
2112,Italy,Area harvested,ha,1973,11776.0
2113,Italy,Area harvested,ha,1974,12044.0
2114,Italy,Area harvested,ha,1975,11557.0
2115,Italy,Area harvested,ha,1976,11891.0
2116,Italy,Area harvested,ha,1977,11902.0
2117,Italy,Area harvested,ha,1978,13726.0
2118,Italy,Area harvested,ha,1979,15048.0
2119,Italy,Area harvested,ha,1980,14291.0
2120,Italy,Area harvested,ha,1981,12546.0
2121,Italy,Area harvested,ha,1982,11709.0
2122,Italy,Area harvested,ha,1983,10722.0
2123,Italy,Area harvested,ha,1984,10631.0
2124,Italy,Area harvested,ha,1985,10799.0
2125,Italy,Area harvested,ha,1986,10870.0
2126,Italy,Area harvested,ha,1987,10582.0
2127,Italy,Area harvested,ha,1988,10317.0
2128,Italy,Area harvested,ha,1989,10014.0
2129,Italy,Area harvested,ha,1990,9120.0
2130,Italy,Area harvested,ha,1991,8452.0
2131,Italy,Area harvested,ha,1992,8051.0
2132,Italy,Area harvested,ha,1993,8093.0
2133,Italy,Area harvested,ha,1994,8036.0
2134,Italy,Area harvested,ha,1995,7795.0
2135,Italy,Area harvested,ha,1996,7485.0
2136,Italy,Area harvested,ha,1997,6924.0
2137,Italy,Area harvested,ha,1998,7461.0
2138,Italy,Area harvested,ha,1999,7408.0
2139,Italy,Area harvested,ha,2000,6934.0
2140,Italy,Area harvested,ha,2001,6779.0
2141,Italy,Area harvested,ha,2002,7339.0
2142,Italy,Area harvested,ha,2003,6243.0
2143,Italy,Area harvested,ha,2004,6195.0
2144,Italy,Area harvested,ha,2005,5826.0
2145,Italy,Area harvested,ha,2006,5746.0
2146,Italy,Area harvested,ha,2007,6033.0
2147,Italy,Area harvested,ha,2008,6409.0
2148,Italy,Area harvested,ha,2009,6021.0
2149,Italy,Area harvested,ha,2010,5990.0
2150,Italy,Area harvested,ha,2011,2600.0
2151,Italy,Area harvested,ha,2012,4702.0
2152,Italy,Area harvested,ha,2013,5517.0
2153,Italy,Area harvested,ha,2014,5685.0
2154,Italy,Area harvested,ha,2015,5597.0
2155,Italy,Area harvested,ha,2016,4881.0
2156,Italy,Area harvested,ha,2017,4855.0
2157,Italy,Area harvested,ha,2018,5320.0
2158,Italy,Area harvested,ha,2019,4740.0
2159,Italy,Yield,hg/ha,1961,64059.0
2160,Italy,Yield,hg/ha,1962,64615.0
2161,Italy,Yield,hg/ha,1963,52108.0
2162,Italy,Yield,hg/ha,1964,68644.0
2163,Italy,Yield,hg/ha,1965,60019.0
2164,Italy,Yield,hg/ha,1966,66514.0
2165,Italy,Yield,hg/ha,1967,64041.0
2166,Italy,Yield,hg/ha,1968,63526.0
2167,Italy,Yield,hg/ha,1969,74765.0
2168,Italy,Yield,hg/ha,1970,84768.0
2169,Italy,Yield,hg/ha,1971,86415.0
2170,Italy,Yield,hg/ha,1972,97160.0
2171,Italy,Yield,hg/ha,1973,114725.0
2172,Italy,Yield,hg/ha,1974,118731.0
2173,Italy,Yield,hg/ha,1975,115947.0
2174,Italy,Yield,hg/ha,1976,131192.0
2175,Italy,Yield,hg/ha,1977,125853.0
2176,Italy,Yield,hg/ha,1978,141345.0
2177,Italy,Yield,hg/ha,1979,136224.0
2178,Italy,Yield,hg/ha,1980,157442.0
2179,Italy,Yield,hg/ha,1981,137653.0
2180,Italy,Yield,hg/ha,1982,141685.0
2181,Italy,Yield,hg/ha,1983,148156.0
2182,Italy,Yield,hg/ha,1984,139297.0
2183,Italy,Yield,hg/ha,1985,152590.0
2184,Italy,Yield,hg/ha,1986,155179.0
2185,Italy,Yield,hg/ha,1987,180936.0
2186,Italy,Yield,hg/ha,1988,183131.0
2187,Italy,Yield,hg/ha,1989,204611.0
2188,Italy,Yield,hg/ha,1990,206432.0
2189,Italy,Yield,hg/ha,1991,226207.0
2190,Italy,Yield,hg/ha,1992,228170.0
2191,Italy,Yield,hg/ha,1993,240115.0
2192,Italy,Yield,hg/ha,1994,236466.0
2193,Italy,Yield,hg/ha,1995,243874.0
2194,Italy,Yield,hg/ha,1996,225117.0
2195,Italy,Yield,hg/ha,1997,233329.0
2196,Italy,Yield,hg/ha,1998,238574.0
2197,Italy,Yield,hg/ha,1999,250880.0
2198,Italy,Yield,hg/ha,2000,282176.0
2199,Italy,Yield,hg/ha,2001,267001.0
2200,Italy,Yield,hg/ha,2002,205615.0
2201,Italy,Yield,hg/ha,2003,248055.0
2202,Italy,Yield,hg/ha,2004,270746.0
2203,Italy,Yield,hg/ha,2005,251921.0
2204,Italy,Yield,hg/ha,2006,249417.0
2205,Italy,Yield,hg/ha,2007,266133.0
2206,Italy,Yield,hg/ha,2008,242757.0
2207,Italy,Yield,hg/ha,2009,270792.0
2208,Italy,Yield,hg/ha,2010,256886.0
2209,Italy,Yield,hg/ha,2011,176923.0
2210,Italy,Yield,hg/ha,2012,281353.0
2211,Italy,Yield,hg/ha,2013,266784.0
2212,Italy,Yield,hg/ha,2014,238030.0
2213,Italy,Yield,hg/ha,2015,255810.0
2214,Italy,Yield,hg/ha,2016,269281.0
2215,Italy,Yield,hg/ha,2017,258157.0
2216,Italy,Yield,hg/ha,2018,275470.0
2217,Italy,Yield,hg/ha,2019,263987.0
2218,Italy,Production,tonnes,1961,46321.0
2219,Italy,Production,tonnes,1962,51815.0
2220,Italy,Production,tonnes,1963,44500.0
2221,Italy,Production,tonnes,1964,63022.0
2222,Italy,Production,tonnes,1965,57168.0
2223,Italy,Production,tonnes,1966,69022.0
2224,Italy,Production,tonnes,1967,72258.0
2225,Italy,Production,tonnes,1968,69726.0
2226,Italy,Production,tonnes,1969,81441.0
2227,Italy,Production,tonnes,1970,93601.0
2228,Italy,Production,tonnes,1971,91781.0
2229,Italy,Production,tonnes,1972,106400.0
2230,Italy,Production,tonnes,1973,135100.0
2231,Italy,Production,tonnes,1974,143000.0
2232,Italy,Production,tonnes,1975,134000.0
2233,Italy,Production,tonnes,1976,156000.0
2234,Italy,Production,tonnes,1977,149790.0
2235,Italy,Production,tonnes,1978,194010.0
2236,Italy,Production,tonnes,1979,204990.0
2237,Italy,Production,tonnes,1980,225000.0
2238,Italy,Production,tonnes,1981,172700.0
2239,Italy,Production,tonnes,1982,165899.0
2240,Italy,Production,tonnes,1983,158853.0
2241,Italy,Production,tonnes,1984,148087.0
2242,Italy,Production,tonnes,1985,164782.0
2243,Italy,Production,tonnes,1986,168680.0
2244,Italy,Production,tonnes,1987,191467.0
2245,Italy,Production,tonnes,1988,188936.0
2246,Italy,Production,tonnes,1989,204897.0
2247,Italy,Production,tonnes,1990,188266.0
2248,Italy,Production,tonnes,1991,191190.0
2249,Italy,Production,tonnes,1992,183700.0
2250,Italy,Production,tonnes,1993,194325.0
2251,Italy,Production,tonnes,1994,190024.0
2252,Italy,Production,tonnes,1995,190100.0
2253,Italy,Production,tonnes,1996,168500.0
2254,Italy,Production,tonnes,1997,161557.0
2255,Italy,Production,tonnes,1998,178000.0
2256,Italy,Production,tonnes,1999,185852.0
2257,Italy,Production,tonnes,2000,195661.0
2258,Italy,Production,tonnes,2001,181000.0
2259,Italy,Production,tonnes,2002,150901.0
2260,Italy,Production,tonnes,2003,154861.0
2261,Italy,Production,tonnes,2004,167727.0
2262,Italy,Production,tonnes,2005,146769.0
2263,Italy,Production,tonnes,2006,143315.0
2264,Italy,Production,tonnes,2007,160558.0
2265,Italy,Production,tonnes,2008,155583.0
2266,Italy,Production,tonnes,2009,163044.0
2267,Italy,Production,tonnes,2010,153875.0
2268,Italy,Production,tonnes,2011,46000.0
2269,Italy,Production,tonnes,2012,132292.0
2270,Italy,Production,tonnes,2013,147185.0
2271,Italy,Production,tonnes,2014,135320.0
2272,Italy,Production,tonnes,2015,143177.0
2273,Italy,Production,tonnes,2016,131436.0
2274,Italy,Production,tonnes,2017,125335.0
2275,Italy,Production,tonnes,2018,146550.0
2276,Italy,Production,tonnes,2019,125130.0
2277,Latvia,Area harvested,ha,1992,1000.0
2278,Latvia,Area harvested,ha,1993,2500.0
2279,Latvia,Area harvested,ha,1994,1350.0
2280,Latvia,Area harvested,ha,1995,2600.0
2281,Latvia,Area harvested,ha,1996,1000.0
2282,Latvia,Area harvested,ha,1997,700.0
2283,Latvia,Area harvested,ha,1998,600.0
2284,Latvia,Area harvested,ha,1999,600.0
2285,Latvia,Area harvested,ha,2000,800.0
2286,Latvia,Area harvested,ha,2001,1200.0
2287,Latvia,Area harvested,ha,2002,1100.0
2288,Latvia,Area harvested,ha,2003,1062.0
2289,Latvia,Area harvested,ha,2004,912.0
2290,Latvia,Area harvested,ha,2005,695.0
2291,Latvia,Area harvested,ha,2006,529.0
2292,Latvia,Area harvested,ha,2007,341.0
2293,Latvia,Area harvested,ha,2008,360.0
2294,Latvia,Area harvested,ha,2009,287.0
2295,Latvia,Area harvested,ha,2010,255.0
2296,Latvia,Area harvested,ha,2011,368.0
2297,Latvia,Area harvested,ha,2012,341.0
2298,Latvia,Area harvested,ha,2013,420.0
2299,Latvia,Area harvested,ha,2014,411.0
2300,Latvia,Area harvested,ha,2015,434.0
2301,Latvia,Area harvested,ha,2016,450.0
2302,Latvia,Area harvested,ha,2017,489.0
2303,Latvia,Area harvested,ha,2018,500.0
2304,Latvia,Area harvested,ha,2019,490.0
2305,Latvia,Yield,hg/ha,1992,50000.0
2306,Latvia,Yield,hg/ha,1993,48000.0
2307,Latvia,Yield,hg/ha,1994,51852.0
2308,Latvia,Yield,hg/ha,1995,53077.0
2309,Latvia,Yield,hg/ha,1996,54000.0
2310,Latvia,Yield,hg/ha,1997,52857.0
2311,Latvia,Yield,hg/ha,1998,38333.0
2312,Latvia,Yield,hg/ha,1999,36667.0
2313,Latvia,Yield,hg/ha,2000,57500.0
2314,Latvia,Yield,hg/ha,2001,32500.0
2315,Latvia,Yield,hg/ha,2002,26364.0
2316,Latvia,Yield,hg/ha,2003,31563.0
2317,Latvia,Yield,hg/ha,2004,36009.0
2318,Latvia,Yield,hg/ha,2005,58029.0
2319,Latvia,Yield,hg/ha,2006,41285.0
2320,Latvia,Yield,hg/ha,2007,42405.0
2321,Latvia,Yield,hg/ha,2008,55111.0
2322,Latvia,Yield,hg/ha,2009,22892.0
2323,Latvia,Yield,hg/ha,2010,23804.0
2324,Latvia,Yield,hg/ha,2011,21277.0
2325,Latvia,Yield,hg/ha,2012,27625.0
2326,Latvia,Yield,hg/ha,2013,24071.0
2327,Latvia,Yield,hg/ha,2014,22433.0
2328,Latvia,Yield,hg/ha,2015,30945.0
2329,Latvia,Yield,hg/ha,2016,25111.0
2330,Latvia,Yield,hg/ha,2017,28507.0
2331,Latvia,Yield,hg/ha,2018,26000.0
